Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Equipment,lincolnshire,Airwave radio (hand held),290,1700,26/09/13,Purchased via the Metropolitan Police Service framework. Inc. extended warranty and batteries.
Equipment,lincolnshire,Airwave radio (vehicle),686,450,16/01/09,Purchased via the Metropolitan Police Service framework. Inc. handset and extended warranty.
Equipment,lincolnshire,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,14368.15,30,18/07/13,Not bought. The force last purchased plain Astra vehicles with price given inc. costs of conversion carried out in-house separately.
Equipment,lincolnshire,Compact High performance estate vehicle - fully converted,33211.86,4,11/05/12,Not bought. The force last purchased plain BMW vehicles with price given inc. costs of conversion carried out separately.
Equipment,lincolnshire,Fully kitted cell van,16500,3,01/03/15,"Peugeot Expert inc. cell van and blue light equipment conversion, livery and all emergency equipment."
Equipment,south-yorkshire,Custodian style Police Helmet,33.7,127,30/01/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Fleece,20.39,214,30/01/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Trousers,7.83,4932,09/08/13,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Shirt,4.05,450,29/05/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Epaulettes,2.8,90,10/07/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Belt,3.8,230,10/07/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Anorak/ waterproof jacket,85.75,22,30/01/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Hi Visibility jacket,62.75,88,30/01/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Cut resistant gloves,12.95,155,10/07/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Boots,,,,Not bought.
Equipment,south-yorkshire,Utility belt,4.5,160,10/07/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,General Patrol full body armour,254.1,18,22/04/15,Same price for male and female armours. Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,General Patrol body armour vest,60.2,845,10/07/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Standard Issue Handcuffs,16.95,100,26/06/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Baton,23.49,200,05/03/15,Most recent order date for bulk purchase jointly with Humberside and West Yorkshire Police. All uniform items are ordered by the regional store for all three forces.
Equipment,south-yorkshire,Airwave radio (hand held),350,300,31/03/15,"Joint purchase with Humberside Police. Total cost per set å£391 inc. battery, antenna and case."
Equipment,south-yorkshire,Airwave radio (vehicle),,,,Not purchased for over three years. Information is not available at this time.
Equipment,south-yorkshire,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,14595.4,10,19/02/15,"Vauxhall Astra. Price for beat vehicles exc. VAT, plates, registration and delivery. The Yorkshire and Humberside Police region is moving to the new vehicle purchase framework in 2015."
Equipment,south-yorkshire,Compact High performance estate vehicle - fully converted,34724.21,1,13/12/14,The Yorkshire and Humberside Police region is moving to the new vehicle purchase framework in 2015.
Equipment,south-yorkshire,Fully kitted cell van,19867.83,1,02/07/13,Vauxhall Vivaro. The Yorkshire and Humberside Police region is moving to the new vehicle purchase framework in 2015.
Equipment,avon-and-somerset,Custodian style Police Helmet,28.9,11,07/05/15,National specification helmets purchased under the West Midlands Police contract. There are two options on the contract to buy helmets with the badge plate either fitted or separately at different prices. The force buys helmets with the plate already fitted because it is a time-consuming process.
Equipment,avon-and-somerset,Fleece,21.1,27,14/07/15,Purchased under West Yorkshire Police national contract. A set of velcro 'POLICE' badges are also purchased separately (å£3.50 per set) to complete the garments. It is possible that some forces have included this in their price information for the garments.
Equipment,avon-and-somerset,Trousers,15.1,660,12/06/15,"Male trousers purchased under South West Region contract, although the garments are not standard throughout the region. Modifications and variations have been required over the years to comply with Chief Office Group requests - via Uniform Committee."
Equipment,avon-and-somerset,Shirt,4.75,180,24/06/15,Male short-sleeved white shirts purchased under West Yorkshire Police contract. The force's standard patrol shirt is the white polycotton shirt.
Equipment,avon-and-somerset,Epaulettes,1.25,4000,28/11/14,No contract
Equipment,avon-and-somerset,Belt,3.27,160,14/07/15,This is the standard belt for uniform patrol trousers purchased under Greater Manchester Police contract.
Equipment,avon-and-somerset,Anorak/ waterproof jacket,94.2,4,07/07/15,Weatherproof garment purchased under South West Region contract.
Equipment,avon-and-somerset,Hi Visibility jacket,10.95,55,03/07/15,"Slipover garment, not weatherproof, purchased under South West Region Contract and issued as a piece of police protective equipment solely designed to meet high visibility requirements."
Equipment,avon-and-somerset,Cut resistant gloves,15.45,50,10/04/15,"Purchased under Cheshire Police contract and introduced during the past year to replace cheaper, but non-cut resistant, gloves."
Equipment,avon-and-somerset,Boots,,,,Not bought. The force does not issue response/neighbourhood officers with boots.
Equipment,avon-and-somerset,Utility belt,10.3,50,25/06/15,Black leather option of equipment belt purchased under Greater Manchester Police contract. Some years ago the decision was made to move the carriage of police protective equipment from the body armour cover to the belt. New long-lasting leather pouches were bought to carry equipment and the change from canvas belt to leather belt was also made. Some forces may still buy the cheaper canvas belt.
Equipment,avon-and-somerset,General Patrol full body armour,257.9,18,08/05/15,"Male armours, female armours å£224.03, purchased under the Metropolitan Police Service national contract which is mandated although allows some variations. The force takes the garment cover with no police protective equipment carrying pockets. Some forces may buy covers with pockets at a slightly higher cost. This is the 'Hawk' garment."
Equipment,avon-and-somerset,General Patrol body armour vest,,,,Not bought
Equipment,avon-and-somerset,Standard Issue Handcuffs,17.95,100,15/01/15,"Rigid handcuff purchased from national framework. The force's choice of rigid handcuff allows greater control over the prisoner and is regarded as safer to use. Very few of the old chain type cuffs are bought for prisoner escort purposes, when the officer is required to walk alongside and to be physically chained to the prisoner. The chain version is cheaper but not widely used for common purposes."
Equipment,avon-and-somerset,Baton,50,,01/07/14,"The force uses refurbished stock. The baton requirement is generally serviced by recycling batons through a refurbished service which costs å£25-å£35 per baton, depending on the level of refurbishment required. New batons are occasionally bought when required at a cost of å£50 each - the last time in July 2014 - specific date not known."
Equipment,avon-and-somerset,Airwave radio (hand held),290,2000,,Purchased in 2013 - more detailed information is not available at this time.
Equipment,avon-and-somerset,Airwave radio (vehicle),950,500,,"Estimates. No record of any purchases for over eight years or longer: units are repaired, refurbished and swapped."
Equipment,avon-and-somerset,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,10335.07,15,18/05/14,"Vauxhall Corsa purchased via the national framework. Exc. IT equipment and telematics, but inc. other items (livery, mats, commissioning costs etc)"
Equipment,avon-and-somerset,Compact High performance estate vehicle - fully converted,22960.96,1,06/12/12,"Volvo vehicle purchased via the national framework. Exc. IT equipment and telematics, but inc. other items (livery, mats, commissioning costs etc)"
Equipment,avon-and-somerset,Fully kitted cell van,22892.56,1,20/08/14,"This was a six-month old ex demonstrator Ford Transit converted cell van. The last new purchase was a Vauxhall Vivaro, å£23,307.65 on 22/08/13. The price for both these purchases exc. CCTV. The force has a contract to purchase converted cell vans, å£27,711.86 until 02/10/18, but has not yet ordered any from this contract via national framework. "
Equipment,cumbria,Custodian style Police Helmet,28.9,30,19/02/15,
Equipment,cumbria,Fleece,46.79,135,14/10/14,"Purchased via the North West contract which expired at the end of June 2015 - Description: Goretex wind stopper Tornado material, with a Reflexite prismatic tape - not just a non-reflective check tape - and Police badges back and front."
Equipment,cumbria,Trousers,8.95,128,08/01/15,
Equipment,cumbria,Shirt,8.15,500,18/02/15,
Equipment,cumbria,Epaulettes,3.25,18,20/07/15,Purchased with embroidered collar number on.
Equipment,cumbria,Belt,3.27,50,18/07/15,
Equipment,cumbria,Anorak/ waterproof jacket,,,,Not bought. The force no longer issues patrol officers with standard black waterproof jackets.
Equipment,cumbria,Hi Visibility jacket,42.5,16,11/07/15,
Equipment,cumbria,Cut resistant gloves,13.95,30,18/07/15,
